"head","relation","tail"
"drug_aeroallergen","ADVERSE_EFFECT","disease_hypereosinophilic_syndrome"
"drug_aeroallergen","ADVERSE_EFFECT","disease_allergic_disease"
"drug_aeroallergen","ADVERSE_EFFECT","disease_allergic_asthma"
"drug_aeroallergen","ADVERSE_EFFECT","disease_eosinophilic_esophagitis"
"drug_aeroallergen","INTERACTS_WITH","drug_allergens"
"drug_aflatoxin","ADVERSE_EFFECT","disease_cancer"
"drug_aflatoxin","ADVERSE_EFFECT","disease_dna_damage"
"drug_aflatoxin","ADVERSE_EFFECT","disease_hepatocellular_carcinoma"
"drug_aflatoxin","ADVERSE_EFFECT","disease_liver_and_intrahepatic_bile_duct_neoplasm"
"drug_aflatoxin","ADVERSE_EFFECT","disease_neoplasm"
"drug_aflatoxin","ADVERSE_EFFECT","disease_liver_damage"
"drug_aflatoxin","ADVERSE_EFFECT","disease_traumatic_injury"
"drug_aflatoxin","ADVERSE_EFFECT","disease_adult_liver_carcinoma"
"drug_aflatoxin","ADVERSE_EFFECT","disease_hepatotoxicity"
"drug_aflatoxin","ADVERSE_EFFECT","disease_carcinoma_of_liver_and_intrahepatic_biliary_tract"
"drug_aflatoxin","ADVERSE_EFFECT","disease_carcinogenesis"
"drug_aflatoxin","ADVERSE_EFFECT","disease_cytotoxicity"
"drug_aflatoxin","ADVERSE_EFFECT","disease_genotoxicity"
"drug_aflatoxin","ADVERSE_EFFECT","disease_poisoning"
"drug_aflatoxin","ADVERSE_EFFECT","disease_adverse_effects"
"drug_aflatoxin","ADVERSE_EFFECT","disease_neoplastic_cell_transformation"
"drug_aflatoxin","ADVERSE_EFFECT","disease_hepatocarcinogenesis"
"drug_aflatoxin","INTERACTS_WITH","drug_carcinogens"
"drug_aflatoxin","INTERACTS_WITH","drug_mycotoxin"
"drug_aflatoxin","INTERACTS_WITH","drug_toxin"
"drug_air_pollutants","ADVERSE_EFFECT","disease_asthma"
"drug_air_pollutants","ADVERSE_EFFECT","disease_cancer"
"drug_air_pollutants","ADVERSE_EFFECT","disease_dna_damage"
"drug_air_pollutants","ADVERSE_EFFECT","disease_allergic_disease"
"drug_air_pollutants","ADVERSE_EFFECT","disease_lung_disorder"
"drug_air_pollutants","ADVERSE_EFFECT","disease_chronic_obstructive_pulmonary_disease"
"drug_air_pollutants","ADVERSE_EFFECT","disease_respiratory_system_disorder"
"drug_air_pollutants","ADVERSE_EFFECT","disease_traumatic_injury"
"drug_air_pollutants","ADVERSE_EFFECT","disease_lung_cancer"
"drug_air_pollutants","ADVERSE_EFFECT","disease_lung_injury"
"drug_air_pollutants","ADVERSE_EFFECT","disease_adverse_effects"
"drug_air_pollutants","ADVERSE_EFFECT","disease_inflammatory_response"
"drug_air_pollutants","INTERACTS_WITH","drug_aeroallergen"
"drug_air_pollutants","INTERACTS_WITH","drug_lipids"
"drug_alcohol","ADVERSE_EFFECT","disease_poisoning"
"drug_alcohol","INTERACTS_WITH","drug_acetal"
"drug_alcohol","INTERACTS_WITH","drug_aldehyde"
"drug_alcohol","INTERACTS_WITH","drug_alkane"
"drug_alcohol","INTERACTS_WITH","drug_carboxamide"
"drug_alcohol","INTERACTS_WITH","drug_amine"
"drug_alcohol","INTERACTS_WITH","drug_anesthetics"
"drug_alcohol","INTERACTS_WITH","drug_carboxylic_acid"
"drug_alcohol","INTERACTS_WITH","drug_pharmaceutical_preparations"
"drug_alcohol","INTERACTS_WITH","drug_enzymes"
"drug_alcohol","INTERACTS_WITH","drug_ester"
"drug_alcohol","INTERACTS_WITH","drug_ether"
"drug_alcohol","INTERACTS_WITH","drug_fatty_acid"
"drug_alcohol","INTERACTS_WITH","drug_hydrocarbon"
"drug_alcohol","INTERACTS_WITH","drug_ion"
"drug_alcohol","INTERACTS_WITH","drug_ketone"
"drug_alcohol","INTERACTS_WITH","drug_lactone"
"drug_alcohol","INTERACTS_WITH","drug_lignin"
"drug_alcohol","INTERACTS_WITH","drug_lipids"
"drug_alcohol","INTERACTS_WITH","drug_nitrile"
"drug_alcohol","INTERACTS_WITH","drug_solvents"
"drug_alcohol","INTERACTS_WITH","drug_halide"
"drug_alcohol","INTERACTS_WITH","drug_carbonyl_compound"
"drug_alcohol","INTERACTS_WITH","drug_pharmacologic_substance"
"drug_alcohol","INTERACTS_WITH","drug_natural_products"
"drug_aldehyde","ADVERSE_EFFECT","disease_tissue_damage"
"drug_aldehyde","ADVERSE_EFFECT","disease_dna_damage"
"drug_aldehyde","ADVERSE_EFFECT","disease_traumatic_injury"
"drug_aldehyde","ADVERSE_EFFECT","disease_cytotoxicity"
"drug_aldehyde","ADVERSE_EFFECT","disease_genotoxicity"
"drug_aldehyde","ADVERSE_EFFECT","disease_poisoning"
"drug_aldehyde","INTERACTS_WITH","drug_acetal"
"drug_aldehyde","INTERACTS_WITH","drug_alcohol"
"drug_aldehyde","INTERACTS_WITH","drug_alkane"
"drug_aldehyde","INTERACTS_WITH","drug_alkyne"
"drug_aldehyde","INTERACTS_WITH","drug_carboxamide"
"drug_aldehyde","INTERACTS_WITH","drug_amine"
"drug_aldehyde","INTERACTS_WITH","drug_amino_alcohol"
"drug_aldehyde","INTERACTS_WITH","drug_antioxidants"
"drug_aldehyde","INTERACTS_WITH","drug_benzimidazoles"
"drug_aldehyde","INTERACTS_WITH","drug_benzopyran"
"drug_aldehyde","INTERACTS_WITH","drug_carboxylic_acid"
"drug_aldehyde","INTERACTS_WITH","drug_1_4_beta_d_glucan"
"drug_aldehyde","INTERACTS_WITH","drug_pharmaceutical_preparations"
"drug_aldehyde","INTERACTS_WITH","drug_enzymes"
"drug_aldehyde","INTERACTS_WITH","drug_epoxide"
"drug_aldehyde","INTERACTS_WITH","drug_ester"
"drug_aldehyde","INTERACTS_WITH","drug_fatty_acid"
"drug_aldehyde","INTERACTS_WITH","drug_unsaturated_fatty_acid"
"drug_aldehyde","INTERACTS_WITH","drug_glutathione_transferase"
"drug_aldehyde","INTERACTS_WITH","drug_glycol"
"drug_aldehyde","INTERACTS_WITH","drug_hydrocarbon"
"drug_aldehyde","INTERACTS_WITH","drug_imidazoles"
"drug_aldehyde","INTERACTS_WITH","drug_isotopes"
"drug_aldehyde","INTERACTS_WITH","drug_ketone"
"drug_aldehyde","INTERACTS_WITH","drug_lactone"
"drug_aldehyde","INTERACTS_WITH","drug_lipids"
"drug_aldehyde","INTERACTS_WITH","drug_luciferases"
"drug_aldehyde","INTERACTS_WITH","drug_nitrile"
"drug_aldehyde","INTERACTS_WITH","drug_nucleic_acid"
"drug_aldehyde","INTERACTS_WITH","drug_oxime"
"drug_aldehyde","INTERACTS_WITH","drug_plasmalogens"
"drug_aldehyde","INTERACTS_WITH","drug_polyamine"
"drug_aldehyde","INTERACTS_WITH","drug_polymer"
"drug_aldehyde","INTERACTS_WITH","drug_polyunsaturated_fatty_acids"
"drug_aldehyde","INTERACTS_WITH","drug_porphyrins"
"drug_aldehyde","INTERACTS_WITH","drug_thiol"
"drug_aldehyde","INTERACTS_WITH","drug_aldehyde_oxidase"
"drug_aldehyde","INTERACTS_WITH","drug_hydroperoxide_lyase"
"drug_aldehyde","INTERACTS_WITH","drug_omega_6_fatty_acid"
"drug_aldehyde","INTERACTS_WITH","drug_carboxylate"
"drug_aldehyde","INTERACTS_WITH","drug_carbonyl_compound"
"drug_aldehyde","INTERACTS_WITH","drug_aldehyde_dehydrogenases"
"drug_aldehyde","INTERACTS_WITH","drug_cyanohydrin"
"drug_aldehyde","INTERACTS_WITH","drug_tetrahydrofurans"
"drug_aldehyde","INTERACTS_WITH","drug_natural_products"
"drug_aldehyde_reductase","ADVERSE_EFFECT","disease_complication"
"drug_aldehyde_reductase","ADVERSE_EFFECT","disease_complications_of_diabetes_mellitus"
"drug_aldehyde_reductase","INTERACTS_WITH","drug_aldehyde"
"drug_aldehyde_reductase","INTERACTS_WITH","drug_pharmaceutical_preparations"
"drug_aldehyde_reductase","INTERACTS_WITH","drug_nadp"
"drug_aldehyde_reductase","INTERACTS_WITH","drug_polyol"
"drug_alkalies","ADVERSE_EFFECT","disease_burn_injury"
"drug_alkalies","ADVERSE_EFFECT","disease_chemical_burns"
"drug_alkalies","ADVERSE_EFFECT","disease_corneal_ulcer"
"drug_alkalies","ADVERSE_EFFECT","disease_hypercalcemia_disease"
"drug_alkalies","ADVERSE_EFFECT","disease_corneal_neovascularization"
"drug_alkalies","ADVERSE_EFFECT","disease_traumatic_injury"
"drug_alkalies","ADVERSE_EFFECT","disease_metabolic_acidosis"
"drug_alkalies","ADVERSE_EFFECT","disease_corneal_burn"
"drug_alkalies","ADVERSE_EFFECT","disease_injury_of_cornea"
"drug_alkalies","INTERACTS_WITH","drug_alloys"
"drug_alkalies","INTERACTS_WITH","drug_pharmaceutical_preparations"
"drug_alkalies","INTERACTS_WITH","drug_enzymes"
"drug_alkalies","INTERACTS_WITH","drug_ester"
"drug_alkalies","INTERACTS_WITH","drug_ion"
"drug_alkalies","INTERACTS_WITH","drug_ribonucleic_acid"
"drug_alkaloid","ADVERSE_EFFECT","disease_dna_damage"
"drug_alkaloid","ADVERSE_EFFECT","disease_erysipelas"
"drug_alkaloid","ADVERSE_EFFECT","disease_poisoning"
"drug_alkaloid","ADVERSE_EFFECT","disease_traumatic_injury"
"drug_alkaloid","ADVERSE_EFFECT","disease_cytotoxicity"
"drug_alkaloid","ADVERSE_EFFECT","disease_cardiotoxicity"
"drug_alkaloid","ADVERSE_EFFECT","disease_adverse_effects"
"drug_alkaloid","INTERACTS_WITH","drug_acetylcholinesterase"
"drug_alkaloid","INTERACTS_WITH","drug_anthelmintics"
"drug_alkaloid","INTERACTS_WITH","drug_anti_arrhythmia_agents"
"drug_alkaloid","INTERACTS_WITH","drug_antidepressive_agents"
"drug_alkaloid","INTERACTS_WITH","drug_antioxidants"
"drug_alkaloid","INTERACTS_WITH","drug_biological_response_modifiers"
"drug_alkaloid","INTERACTS_WITH","drug_pharmaceutical_preparations"
"drug_alkaloid","INTERACTS_WITH","drug_enzymes"
"drug_alkaloid","INTERACTS_WITH","drug_nucleic_acid"
"drug_alkaloid","INTERACTS_WITH","drug_ribonucleic_acid"
"drug_alkaloid","INTERACTS_WITH","drug_tobacco_products"
"drug_alkaloid","INTERACTS_WITH","drug_anti_anxiety_agents"
"drug_alkaloid","INTERACTS_WITH","drug_chelidonine"
"drug_alkaloid","INTERACTS_WITH","drug_neferine"
"drug_alkaloid","INTERACTS_WITH","drug_reactive_oxygen_species"
"drug_alkaloid","INTERACTS_WITH","drug_opioids"
"drug_alkaloid","INTERACTS_WITH","drug_antibacterial_drug"
"drug_alkaloid","INTERACTS_WITH","drug_phytochemicals"
"drug_alkaloid","INTERACTS_WITH","drug_flavonoids"
"drug_alkaloid","INTERACTS_WITH","drug_concise"
"drug_alkaloid","INTERACTS_WITH","drug_microbicides"
"drug_alkaloid","INTERACTS_WITH","drug_natural_products"
"drug_alkanesulfonates","ADVERSE_EFFECT","disease_poisoning"
"drug_alkanesulfonates","INTERACTS_WITH","drug_antioxidants"
"drug_alkanesulfonates","INTERACTS_WITH","drug_pharmaceutical_preparations"
"drug_alkanesulfonates","INTERACTS_WITH","drug_dyes"
"drug_alkanesulfonates","INTERACTS_WITH","drug_enzymes"
"drug_alkanesulfonates","INTERACTS_WITH","drug_fluorescent_probes"
"drug_alkanesulfonates","INTERACTS_WITH","drug_ion"
"drug_alkanesulfonates","INTERACTS_WITH","drug_thiol"
"drug_alkylating_agent","ADVERSE_EFFECT","disease_cancer"
"drug_alkylating_agent","ADVERSE_EFFECT","disease_chromosome_aberrations"
"drug_alkylating_agent","ADVERSE_EFFECT","disease_dna_damage"
"drug_alkylating_agent","ADVERSE_EFFECT","disease_leukemia"
"drug_alkylating_agent","ADVERSE_EFFECT","disease_acute_myeloid_leukemia"
"drug_alkylating_agent","ADVERSE_EFFECT","disease_premature_menopause"
"drug_alkylating_agent","ADVERSE_EFFECT","disease_isolated_congenital_microcephaly"
"drug_alkylating_agent","ADVERSE_EFFECT","disease_neoplasm_metastasis"
"drug_alkylating_agent","ADVERSE_EFFECT","disease_neoplasm"
"drug_alkylating_agent","ADVERSE_EFFECT","disease_ovarian_dysfunction"
"drug_alkylating_agent","ADVERSE_EFFECT","disease_traumatic_injury"
"drug_alkylating_agent","ADVERSE_EFFECT","disease_carcinogenesis"
"drug_alkylating_agent","ADVERSE_EFFECT","disease_cytotoxicity"
"drug_alkylating_agent","ADVERSE_EFFECT","disease_genotoxicity"
"drug_alkylating_agent","ADVERSE_EFFECT","disease_cell_injury"
"drug_alkylating_agent","ADVERSE_EFFECT","disease_poisoning"
"drug_alkylating_agent","ADVERSE_EFFECT","disease_dna_strand_break"
"drug_alkylating_agent","ADVERSE_EFFECT","disease_cardiotoxicity"
"drug_alkylating_agent","INTERACTS_WITH","drug_carcinogens"
"drug_alkylating_agent","INTERACTS_WITH","drug_pharmaceutical_preparations"
"drug_alkylating_agent","INTERACTS_WITH","drug_thiol"
"drug_alkylating_agent","INTERACTS_WITH","drug_minor_groove"
"drug_allergens","ADVERSE_EFFECT","disease_obstructive_lung_disease"
"drug_allergens","ADVERSE_EFFECT","disease_allergic_rhinitis"
"drug_allergens","ADVERSE_EFFECT","disease_hypersensitivity_pneumonitis"
"drug_allergens","ADVERSE_EFFECT","disease_anaphylaxis"
"drug_allergens","ADVERSE_EFFECT","disease_anxiety"
"drug_allergens","ADVERSE_EFFECT","disease_asthma"
"drug_allergens","ADVERSE_EFFECT","disease_bronchial_disorder"
"drug_allergens","ADVERSE_EFFECT","disease_conjunctivitis"
"drug_allergens","ADVERSE_EFFECT","disease_atopic_conjunctivitis"
"drug_allergens","ADVERSE_EFFECT","disease_dermatitis"
"drug_allergens","ADVERSE_EFFECT","disease_atopic_eczema"
"drug_allergens","ADVERSE_EFFECT","disease_contact_dermatitis"
"drug_allergens","ADVERSE_EFFECT","disease_diarrheal_disease"
"drug_allergens","ADVERSE_EFFECT","disease_hypereosinophilic_syndrome"
"drug_allergens","ADVERSE_EFFECT","disease_exanthem"
"drug_allergens","ADVERSE_EFFECT","disease_extravasation"
"drug_allergens","ADVERSE_EFFECT","disease_food_allergy"
"drug_allergens","ADVERSE_EFFECT","disease_seasonal_allergic_rhinitis"
"drug_allergens","ADVERSE_EFFECT","disease_hyperplasia"
"drug_allergens","ADVERSE_EFFECT","disease_allergic_disease"
"drug_allergens","ADVERSE_EFFECT","disease_type_iv_hypersensitivity_disease"
"drug_allergens","ADVERSE_EFFECT","disease_ige_responsiveness_atopic"
"drug_allergens","ADVERSE_EFFECT","disease_immune_tolerance"
"drug_allergens","ADVERSE_EFFECT","disease_allergic_inflammation"
"drug_allergens","ADVERSE_EFFECT","disease_chronic_inflammation"
"drug_allergens","ADVERSE_EFFECT","disease_lung_disorder"
"drug_allergens","ADVERSE_EFFECT","disease_occupational_dermatitis"
"drug_allergens","ADVERSE_EFFECT","disease_pleurisy"
"drug_allergens","ADVERSE_EFFECT","disease_pneumonia"
"drug_allergens","ADVERSE_EFFECT","disease_pulmonary_eosinophilia"
"drug_allergens","ADVERSE_EFFECT","disease_respiratory_system_disorder"
"drug_allergens","ADVERSE_EFFECT","disease_rhinitis"
"drug_allergens","ADVERSE_EFFECT","disease_skin_disorder"
"drug_allergens","ADVERSE_EFFECT","disease_syndromic_disease"
"drug_allergens","ADVERSE_EFFECT","disease_urticaria"
"drug_allergens","ADVERSE_EFFECT","disease_allergic_asthma"
"drug_allergens","ADVERSE_EFFECT","disease_contact_hypersensitivity"
"drug_allergens","ADVERSE_EFFECT","disease_allergic_contact_dermatitis"
"drug_allergens","ADVERSE_EFFECT","disease_traumatic_injury"
"drug_allergens","ADVERSE_EFFECT","disease_hand_eczema"
"drug_allergens","ADVERSE_EFFECT","disease_contact_urticaria"
"drug_allergens","ADVERSE_EFFECT","disease_childhood_onset_asthma"
"drug_allergens","ADVERSE_EFFECT","disease_occupational_asthma"
"drug_allergens","ADVERSE_EFFECT","disease_bakers_asthma"
"drug_allergens","ADVERSE_EFFECT","disease_eustachian_tube_disorder"
"drug_allergens","ADVERSE_EFFECT","disease_functional_disorder"
"drug_allergens","ADVERSE_EFFECT","disease_leucocytic_infiltrate"
"drug_allergens","ADVERSE_EFFECT","disease_infiltration"
"drug_allergens","ADVERSE_EFFECT","disease_anaphylactoid_reaction"
"drug_allergens","ADVERSE_EFFECT","disease_eosinophilic_esophagitis"
"drug_allergens","ADVERSE_EFFECT","disease_exercise_induced_anaphylaxis"
"drug_allergens","ADVERSE_EFFECT","disease_asthma_attack"
"drug_allergens","ADVERSE_EFFECT","disease_atopic_ige_mediated_allergic_disorder"
"drug_allergens","ADVERSE_EFFECT","disease_adverse_reactions"
"drug_allergens","ADVERSE_EFFECT","disease_acute_asthma"
"drug_allergens","ADVERSE_EFFECT","disease_pathogenesis"
"drug_allergens","ADVERSE_EFFECT","disease_airway_disease"
"drug_allergens","ADVERSE_EFFECT","disease_perennial_rhinitis"
"drug_allergens","ADVERSE_EFFECT","disease_adverse_effects"
"drug_allergens","ADVERSE_EFFECT","disease_contraction_finding"
"drug_allergens","ADVERSE_EFFECT","disease_inflammatory_response"
"drug_allergens","ADVERSE_EFFECT","disease_inflammatory_disease"
"drug_allergens","ADVERSE_EFFECT","disease_airway_remodeling"
"drug_allergens","INTERACTS_WITH","drug_immunological_adjuvant"
"drug_allergens","INTERACTS_WITH","drug_air_pollutants"
"drug_allergens","INTERACTS_WITH","drug_antibodies"
"drug_allergens","INTERACTS_WITH","drug_antibodies_monoclonal"
"drug_allergens","INTERACTS_WITH","drug_epitope"
"drug_allergens","INTERACTS_WITH","drug_antigens"
"drug_allergens","INTERACTS_WITH","drug_carbohydrate"
"drug_allergens","INTERACTS_WITH","drug_pharmaceutical_preparations"
"drug_allergens","INTERACTS_WITH","drug_immunoglobulin_e"
"drug_allergens","INTERACTS_WITH","drug_irritants"
"drug_allergens","INTERACTS_WITH","drug_lipids"
"drug_allergens","INTERACTS_WITH","drug_endopeptidases"
"drug_allergens","INTERACTS_WITH","drug_anti_ige_antibodies"
"drug_allergens","INTERACTS_WITH","drug_cytokines"
"drug_allergens","INTERACTS_WITH","drug_food_allergen"
"drug_allergens","INTERACTS_WITH","drug_immunomodulators"
"drug_alloantigens","ADVERSE_EFFECT","disease_graft_versus_host_disease"
"drug_alloantigens","ADVERSE_EFFECT","disease_type_iv_hypersensitivity_disease"
"drug_alloantigens","ADVERSE_EFFECT","disease_immune_tolerance"
"drug_alloantigens","ADVERSE_EFFECT","disease_cytotoxicity"
"drug_alloantigens","INTERACTS_WITH","drug_antibodies"
"drug_alloantigens","INTERACTS_WITH","drug_antibodies_monoclonal"
"drug_alloantigens","INTERACTS_WITH","drug_isoantibodies"
"drug_alloantigens","INTERACTS_WITH","drug_receptors_antigen_t_cell"
"drug_alloys","ADVERSE_EFFECT","disease_dna_damage"
"drug_alloys","ADVERSE_EFFECT","disease_allergic_disease"
"drug_alloys","ADVERSE_EFFECT","disease_poisoning"
"drug_alloys","ADVERSE_EFFECT","disease_cytotoxicity"
"drug_alloys","INTERACTS_WITH","drug_elements"
"drug_alloys","INTERACTS_WITH","drug_dihydrogen"
"drug_alloys","INTERACTS_WITH","drug_ion"
"drug_alloys","INTERACTS_WITH","drug_metals"
"drug_alloys","INTERACTS_WITH","drug_polymer"
"drug_alloys","INTERACTS_WITH","drug_artificial_saliva"
"drug_alloys","INTERACTS_WITH","drug_antibacterial_drug"
"drug_alloys","INTERACTS_WITH","drug_martensite"
"drug_alloys","INTERACTS_WITH","drug_atom_substance"
"drug_alpha_galactosidase","ADVERSE_EFFECT","disease_fabry_disease"
"drug_alpha_galactosidase","ADVERSE_EFFECT","disease_hereditary_disease"
"drug_alpha_galactosidase","ADVERSE_EFFECT","disease_lysosomal_storage_disease"
"drug_alpha_galactosidase","INTERACTS_WITH","drug_oligosaccharide"
"drug_alpha_galactosidase","INTERACTS_WITH","drug_galactomannan"
"drug_alpha_thrombin","ADVERSE_EFFECT","disease_contraction_finding"
"drug_alpha_thrombin","INTERACTS_WITH","drug_thrombin_alfa"
"drug_carboxamide","ADVERSE_EFFECT","disease_epilepsy"
"drug_carboxamide","ADVERSE_EFFECT","disease_poisoning"
"drug_carboxamide","INTERACTS_WITH","drug_alcohol"
"drug_carboxamide","INTERACTS_WITH","drug_aldehyde"
"drug_carboxamide","INTERACTS_WITH","drug_alkaloid"
"drug_carboxamide","INTERACTS_WITH","drug_alkyne"
"drug_carboxamide","INTERACTS_WITH","drug_amine"
"drug_carboxamide","INTERACTS_WITH","drug_anion"
"drug_carboxamide","INTERACTS_WITH","drug_bile_acids"
"drug_carboxamide","INTERACTS_WITH","drug_blood_glucose"
"drug_carboxamide","INTERACTS_WITH","drug_carboxylic_acid"
"drug_carboxamide","INTERACTS_WITH","drug_enzymes"
"drug_carboxamide","INTERACTS_WITH","drug_ester"
"drug_carboxamide","INTERACTS_WITH","drug_fatty_acid"
"drug_carboxamide","INTERACTS_WITH","drug_pth_protein_human"
"drug_carboxamide","INTERACTS_WITH","drug_ion"
"drug_carboxamide","INTERACTS_WITH","drug_isotopes"
"drug_carboxamide","INTERACTS_WITH","drug_ketone"
"drug_carboxamide","INTERACTS_WITH","drug_lipids"
"drug_carboxamide","INTERACTS_WITH","drug_nitrile"
"drug_carboxamide","INTERACTS_WITH","drug_solvents"
"drug_carboxamide","INTERACTS_WITH","drug_thioethers"
"drug_carboxamide","INTERACTS_WITH","drug_carboxylate"
"drug_carboxamide","INTERACTS_WITH","drug_agonists"
"drug_carboxamide","INTERACTS_WITH","drug_atom_substance"
"drug_carboxamide","INTERACTS_WITH","drug_carboxyl_group"
"drug_amine","ADVERSE_EFFECT","disease_dna_damage"
"drug_amine","ADVERSE_EFFECT","disease_hepatocellular_carcinoma"
"drug_amine","ADVERSE_EFFECT","disease_neoplasm"
"drug_amine","ADVERSE_EFFECT","disease_pancreatic_neoplasm"
"drug_amine","ADVERSE_EFFECT","disease_syndromic_disease"
"drug_amine","ADVERSE_EFFECT","disease_exocrine_pancreatic_carcinoma"
"drug_amine","ADVERSE_EFFECT","disease_occupational_asthma"
"drug_amine","ADVERSE_EFFECT","disease_pancreatic_adenocarcinoma"
